t,x,y,yaw
0.032,4.985848654897722e-05,0.19909170782029365,-1.5670762102854217
0.064,0.010242335026492286,0.20106736415032528,-1.5466871018879138
0.096,0.026015512262442458,0.20147984154036822,-1.541148884193852
0.128,0.0458786266797735,0.19931525175464668,-1.556019810275361
0.160,0.06979882252638657,0.19443377946833917,-1.5916536273639825
0.192,0.08487600254429069,0.19630249933884653,-1.581475661020329
0.224,0.10128207724979937,0.1966392217627876,-1.57845691971273
0.256,0.11795347472811962,0.1968408382636928,-1.5767506191030751
0.288,0.13472270909958386,0.19699749875204756,-1.5754972638000957
0.320,0.1515536868641021,0.1971220383187329,-1.5745206733774761
0.352,0.16843130440978094,0.19722123961832716,-1.5737512402971818
0.384,0.1853454953881295,0.19730028641641179,-1.5731436932688936
0.416,0.20228856423355754,0.19736328554313387,-1.572663671104826
0.448,0.2192544657890527,0.19741350209761843,-1.572284267369189
0.480,0.23623842815207702,0.1974535341393543,-1.5719842929113814
0.512,0.25323668085758705,0.19748544999879403,-1.571747041511468
0.544,0.2702462436566899,0.19751089691355309,-1.5715593356309185
0.576,0.28726476021521175,0.19753118714975135,-1.5714107774853099
0.608,0.30429036693794026,0.19754736636380218,-1.5712931599145201
0.640,0.3213215894800421,0.19756026792147585,-1.5712000027886517
0.672,0.3383572610923114,0.19757055609291926,-1.571126188109906
0.704,0.3553964581788518,0.1975787604230467,-1.571067672693526
0.736,0.3724384494224496,0.19758530309348207,-1.5710212618274217
0.768,0.38948265560608064,0.19759052071348043,-1.570984430872516
0.800,0.40652861786922345,0.19759468167933197,-1.5709551845680327
0.832,0.4235759726183128,0.19759800000672723,-1.5709319460060676
0.864,0.44062443168886417,0.19760064635474237,-1.570913468965584
0.896,0.4576737666542687,0.19760275681290426,-1.5708987686492397
0.928,0.47472379641023654,0.19760443990604123,-1.5708870669277193
0.960,0.49177437734795726,0.19760578217889072,-1.5708777490286967
0.992,0.5088253955739525,0.19760685264873612,-1.5708703292608301
1.024,0.5258767607487134,0.19760770635571262,-1.57086442387608
1.056,0.5429284012061443,0.19760838719376486,-1.5708597295764997
1.088,0.5599802600867284,0.197608930168083,-1.5708560064882695
1.120,0.5770322922732729,0.19760936319525763,-1.570853064674647
1.152,0.5940844619622353,0.1976097085388123,-1.5708507534553167
1.184,0.6111367407385022,0.19760998395398865,-1.5708489529536638
1.216,0.6281891060490477,0.19761020360068285,-1.5708475674147477
1.248,0.6452415399926719,0.19761037877149798,-1.5708465199321993
1.280,0.6622940283602518,0.19761051847235864,-1.5708457482974205
1.312,0.6793465598735584,0.19761062988555128,-1.5708452017436347
1.344,0.6963991255814859,0.19761071873899727,-1.570844838403938
1.376,0.7134517183810729,0.19761078960075393,-1.5708446233392137
1.408,0.7305043326374602,0.1976108461138805,-1.5708445270206874
1.440,0.747556963882288,0.1976108911837466,-1.570844524174694
1.472,0.7646096085742773,0.19761092712741404,-1.570844592915238
1.504,0.7816622639091082,0.19761095579276966,-1.5708447141041368
1.536,0.7987149276683729,0.19761097865353486,-1.570844870889844
1.568,0.8157675980995017,0.19761099688503525,-1.5708450483849983
1.600,0.8328202738202343,0.1976110114246268,-1.5708452334499676
1.632,0.8498729537425476,0.19761102301988354,-1.5708454145554456
1.664,0.8669256370120076,0.19761103226702623,-1.5708455817018838
1.696,0.8839783229593537,0.19761103964156726,-1.5708457263774644
1.728,0.9010310110617923,0.19761104552274786,-1.5708458415395505
1.760,0.9180837009120105,0.1976110502130266,-1.5708459216073414
1.792,0.9351363921933369,0.1976110539536195,-1.5708459624558353
1.824,0.952189084659813,0.19761105693689462,-1.5708459614032728
1.856,0.9692417781202028,0.1976110593162562,-1.5708459171860873
1.888,0.9862944724251741,0.19761106121402872,-1.5708458299170165
1.920,1.0033471674570473,0.19761106272774684,-1.5708457010235097
1.952,1.0203998631216384,0.1976110639351733,-1.5708455331648827
1.984,1.037452559341816,0.19761106489830293,-1.570845330127852
2.016,1.054505256052469,0.19761106566655826,-1.5708450967011507
2.048,1.0715579531966424,0.19761106627933972,-1.5708448385308367
2.080,1.0886106507226387,0.1976110667680613,-1.5708445619587181
2.112,1.1056633485819207,0.1976110671577745,-1.5708442738469919
2.144,1.1227160467276682,0.19761106746846357,-1.5708439813927253
2.176,1.1397687451138745,0.19761106771607792,-1.5708436919362383
2.208,1.1568214436948716,0.19761106791335478,-1.5708434127677144
2.240,1.1738741424251984,0.19761106807047257,-1.5708431509365142
2.272,1.1909268412597274,0.1976110681955705,-1.5708429130676986
2.304,1.2079795401539846,0.19761106829516104,-1.5708427051901477
2.336,1.225032239064604,0.1976110683744555,-1.5708425325804345
2.368,1.2420849379498657,0.19761106843762363,-1.5708423996262748
2.400,1.25913763677028,0.1976110684879973,-1.5708423097129123
2.432,1.2761903354891801,0.19761106852823412,-1.5708422651352685
2.464,1.2932430340733052,0.1976110685604469,-1.5708422670380482
2.496,1.3102957324933449,0.1976110685863074,-1.5708423153853164
2.528,1.3273484307244348,0.19761106860713093,-1.570842408960318
2.560,1.3444011287465887,0.1976110686239461,-1.570842545395555
2.592,1.3614538265450573,0.1976110686375506,-1.570842721232368
2.624,1.3785065241106027,0.1976110686485608,-1.570842932008501
2.656,1.3955592214396817,0.1976110686574506,-1.5708431723714256
2.688,1.412611918534527,0.19761106866458636,-1.5708434362145207
2.720,1.4296646154031187,0.19761106867025444,-1.570843716832611
2.752,1.446717312059041,0.19761106867468445,-1.5708440070928695
2.784,1.4637700085212113,0.1976110686780683,-1.5708442996166845
2.816,1.4808227048134854,0.19761106868057263,-1.5708445869678116
2.848,1.4978754009641315,0.19761106868234968,-1.5708448618419686
2.880,1.514928097005181,0.19761106868354245,-1.5708451172530054
2.912,1.5319807929716602,0.19761106868428713,-1.5708453467108605
2.944,1.5490334889007211,0.19761106868471268,-1.5708455443867673
2.976,1.5660861848306877,0.1976110686849391,-1.5708457052614784
3.008,1.5831388808000444,0.19761106868507322,-1.5708458252527508
3.040,1.6001915768463932,0.19761106868520492,-1.5708459013188678
3.072,1.6172442730054164,0.19761106868540365,-1.5708459315355958
3.104,1.6342969693098774,0.19761106868571582,-1.5708459151446605
3.136,1.6513496657886926,0.19761106868616315,-1.5708458525725622
3.168,1.6684023624661122,0.19761106868674366,-1.5708457454192963
3.200,1.6854550593610356,0.19761106868743392,-1.5708455964173178
3.232,1.7025077564864877,0.19761106868819267,-1.5708454093618196
3.264,1.7195604538492735,0.19761106868896722,-1.5708451890141324
3.296,1.736613151449821,0.1976110686896992,-1.5708449409807013
3.328,1.7536658492822188,0.19761106869033124,-1.5708446715707196
3.360,1.7707185473344338,0.19761106869081385,-1.5708443876360074
3.392,1.7877712455887091,0.19761106869111036,-1.570844096397184
3.424,1.8048239440221134,0.19761106869120157,-1.5708438052605003
3.456,1.821876642607222,0.19761106869108735,-1.570843521629946
3.488,1.8389293413129015,0.1976110686907873,-1.570843252719361
3.520,1.855982040105173,0.19761106869033881,-1.5708430053692874
3.552,1.873034738948117,0.19761106868979314,-1.5708427858731817
3.584,1.8900874378048047,0.1976110686892105,-1.5708425998173932
3.616,1.9071401366382177,0.19761106868865408,-1.57084245193897
3.648,1.9241928354121445,0.19761106868818357,-1.570842346004921
3.680,1.9412455340920323,0.19761106868784895,-1.5708422847160284
3.712,1.9582982326457778,0.19761106868768596,-1.5708422696376994
3.744,1.9753509310444488,0.19761106868771205,-1.5708423011596575
3.776,1.9924036292629275,0.19761106868792494,-1.5708423784855532
3.808,2.0094563272804677,0.19761106868830258,-1.5708424996528039
3.840,2.026509025081158,0.19761106868880576,-1.570842661582202
3.872,2.0435617226542937,0.19761106868938194,-1.5708428601560631
3.904,2.0606144199946406,0.19761106868997058,-1.5708430903229427
3.936,2.077667117102594,0.19761106869050965,-1.570843346226264
3.968,2.09471981398422,0.1976110686909415,-1.5708436213535693
4.000,2.111772510651178,0.19761106869121917,-1.5708439087025703
4.032,2.128825207120515,0.19761106869131104,-1.5708442009597385
4.064,2.1458779034143287,0.19761106869120418,-1.57084449068684
4.096,2.1629305995593016,0.19761106869090575,-1.5708447705106259
4.128,2.1799832955861,0.19761106869044243,-1.5708450333107955
4.160,2.1970359915286584,0.19761106868985762,-1.5708452724014228
4.192,2.214088687423344,0.19761106868920755,-1.5708454817011899
4.224,2.231141383308039,0.19761106868855502,-1.5708456558880846
4.256,2.248194079221146,0.19761106868796371,-1.5708457905346291
4.288,2.265246775200558,0.19761106868749176,-1.5708458822202132
4.320,2.2822994712826126,0.19761106868718564,-1.5708459286176992
4.352,2.2993521675010817,0.19761106868707545,-1.5708459285521474
4.384,2.316404863886212,0.19761106868717224,-1.5708458820302087
4.416,2.3334575604638643,0.19761106868746672,-1.5708457902394874
4.448,2.35051025725478,0.1976110686879302,-1.570845655517938
4.480,2.367562954273997,0.19761106868851736,-1.5708454812941186
4.512,2.3846156515304395,0.19761106868917105,-1.5708452719998427
4.544,2.4016683490266946,0.1976110686898276,-1.570845032957469
4.576,2.4187210467589817,0.19761106869042375,-1.5708447702446928
4.608,2.4357737447173053,0.19761106869090242,-1.5708444905402617
4.640,2.4528264428857924,0.19761106869121883,-1.5708442009545047
4.672,2.4698791412431906,0.1976110686913444,-1.5708439088489496
4.704,2.486931839763504,0.19761106869127038,-1.5708436216495636
4.736,2.5039845384167463,0.1976110686910078,-1.5708433466583152
4.768,2.521037237169777,0.1976110686905868,-1.5708430908678148
4.800,2.538089935987196,0.19761106869005324,-1.5708428607836986
4.832,2.5551426348322686,0.19761106868946396,-1.570842662259256
4.864,2.5721953336678505,0.19761106868888115,-1.5708425003464914
4.896,2.589248032457295,0.19761106868836598,-1.5708423791674135
4.928,2.6063007311653226,0.19761106868797215,-1.5708423018088562
4.960,2.6233534297588337,0.19761106868774062,-1.5708422702435205
4.992,2.6404061282076574,0.19761106868769512,-1.5708422852793131
5.024,2.6574588264852212,0.19761106868784034,-1.5708423465382986
5.056,2.6745115245691395,0.19761106868816083,-1.570842452465865
5.088,2.6915642224417122,0.19761106868862308,-1.5708426003699092
5.120,2.7086169200903263,0.19761106868917858,-1.5708427864890813
5.152,2.725669617507761,0.19761106868976872,-1.5708430060883778
5.184,2.7427223146923843,0.19761106869033146,-1.5708432535796581
5.216,2.759775011648234,0.19761106869080652,-1.570843522664018
5.248,2.776827708384986,0.1976110686911425,-1.5708438064923638
5.280,2.7938804049177923,0.19761106869130202,-1.570844097840081
5.312,2.810933101266992,0.19761106869126532,-1.5708443892913
5.344,2.8279857974576887,0.1976110686910322,-1.5708446734280226
5.376,2.8450384935192,0.19761106869062295,-1.570844943019257
5.408,2.862091189484376,0.19761106869007505,-1.5708451912052948
5.440,2.879143885388811,0.1976110686894409,-1.5708454116724158
5.472,2.896196581269947,0.19761106868878167,-1.5708455988135512
5.504,2.9132492771661065,0.19761106868816172,-1.570845747870814
5.536,2.9303019731154687,0.19761106868764153,-1.5708458550562812
5.568,2.947354669155028,0.19761106868727232,-1.5708459176479803
5.600,2.964407365319566,0.1976110686870905,-1.5708459340586718
5.632,2.9814600616406697,0.19761106868711423,-1.57084590387573
5.664,2.998512758145831,0.19761106868734105,-1.5708458278711561
5.696,3.0155654548576685,0.19761106868774916,-1.5708457079815121
5.728,3.0326181517932835,0.1976110686882987,-1.57084554725834
5.760,3.0496708489637907,0.19761106868893594,-1.5708453497903472
5.792,3.066723546374024,0.19761106868959885,-1.570845120599369
5.824,3.083776244022439,0.19761106869022335,-1.5708448655127492
5.856,3.100828941901201,0.19761106869074946,-1.5708445910153748
5.888,3.1178816399964617,0.19761106869112735,-1.5708443040851092
