t,x,y,yaw
0.032,4.985848654897722e-05,0.19909170782029365,-1.5670762102854217
0.064,0.006261840021348007,0.19902599503006282,-1.5656413041951256
0.096,0.013122498617302032,0.19875680393392084,-1.5662676688960089
0.128,0.020040910060954407,0.19852591277639278,-1.567141187686463
0.160,0.026948578526380936,0.1983408215705901,-1.5678866823174715
0.192,0.033839770270606,0.19819312922457638,-1.5684873010000235
0.224,0.040716755805920206,0.1980753201675806,-1.5689666676395506
0.256,0.04758229591920478,0.1979813521009166,-1.5693486392396758
0.288,0.054438718828249584,0.1979064017142559,-1.5696529176453788
0.320,0.0612878937447052,0.19784662093046265,-1.569895295068211
0.352,0.06813130885199147,0.19779893999950607,-1.570088365236228
0.384,0.07497014718475785,0.19776091018547473,-1.5702421618701712
0.416,0.0818053489140714,0.19773057820352768,-1.5703646775458433
0.448,0.08863766114332161,0.197706386018911,-1.5704622785638438
0.480,0.09546767753314706,0.19768709089486058,-1.570540035705131
0.512,0.10229586980380921,0.1976717016033314,-1.5706019877734028
0.544,0.10912261277422207,0.19765942753484272,-1.570651351551144
0.576,0.11594820426192039,0.19764963810139385,-1.5706906890549082
0.608,0.12277288089787834,0.19764183035204763,-1.5707220407694518
0.640,0.12959683069431324,0.1976356031407194,-1.570747031778103
0.672,0.1364202030318275,0.19763063652108057,-1.5707669563012905
0.704,0.1432431165955935,0.19762667531125225,-1.5707828450348134
0.736,0.15006566568161941,0.19762351598469513,-1.5707955187865967
0.768,0.15688792520774053,0.19762099621428655,-1.5708056311992216
0.800,0.16370995469529823,0.1976189865326934,-1.5708137027786728
0.832,0.1705318014328799,0.19761738368075824,-1.5708201479981283
0.864,0.17735350299009842,0.19761610530226814,-1.570825296885811
0.896,0.18417508921490436,0.1976150857126021,-1.5708294122193014
0.928,0.19099658382051413,0.19761427252389985,-1.5708327032203595
0.960,0.19781800564625351,0.19761362395338125,-1.570835336462417
0.992,0.2046393696593049,0.19761310667653564,-1.5708374445579827
1.024,0.21146068775058877,0.19761269411488877,-1.5708391330778029
1.056,0.21828196936707586,0.19761236507037855,-1.570840486061652
1.088,0.22510322201414093,0.19761210263617526,-1.5708415704074101
1.120,0.23192445165466102,0.19761189332798837,-1.5708424393667226
1.152,0.23874566302607933,0.19761172639122604,-1.5708431353291052
1.184,0.24556685989229235,0.19761159324840732,-1.5708436920393065
1.216,0.252388045243757,0.1976114870584391,-1.5708441363632923
1.248,0.2592092214564601,0.19761140236510918,-1.570844489694716
1.280,0.26603039041820503,0.19761133481673754,-1.5708447690750453
1.312,0.2728515536289369,0.19761128094257932,-1.5708449880856203
1.344,0.27967271228043905,0.19761123797449223,-1.570845157558053
1.376,0.28649386731964543,0.19761120370470464,-1.5708452861399307
1.408,0.29331501949893507,0.1976111763723764,-1.5708453807452585
1.440,0.3001361694160862,0.19761115457312387,-1.5708454469130875
1.472,0.3069573175460155,0.1976111371868603,-1.5708454890929977
1.504,0.31377846426599265,0.19761112332024378,-1.5708455108723078
1.536,0.32059960987566993,0.1976111122607759,-1.570845515156853
1.568,0.3274207546129957,0.19761110344019303,-1.5708455043147627
1.600,0.3342418986668555,0.19761109640526683,-1.5708454802907528
1.632,0.34106304218711664,0.19761109079451833,-1.5708454446969142
1.664,0.34788418529260723,0.1976110863196434,-1.5708453988847662
1.696,0.35470532807745725,0.19761108275070055,-1.5708453440023666
1.728,0.3615264706161367,0.19761107990429527,-1.5708452810395082
1.760,0.36834761296746027,0.19761107763415803,-1.5708452108634114
1.792,0.37516875517776993,0.19761107582362852,-1.5708451342468313
1.824,0.3819898972834652,0.197611074379662,-1.5708450518901094
1.856,0.3888110393130156,0.1976110732280482,-1.5708449644383946
1.888,0.3956321812885611,0.19761107230959948,-1.5708448724950037
1.920,0.40245332322718624,0.1976110715771089,-1.5708447766316997
1.952,0.40927446514193416,0.19761107099292574,-1.5708446773965052
1.984,0.4160956070426154,0.19761107052702062,-1.5708445753195506
2.016,0.42291674893645154,0.19761107015544296,-1.5708444709173501
2.048,0.4297378908285908,0.19761106985909033,-1.5708443646958228
2.080,0.4365590327225189,0.19761106962272756,-1.570844257152315
2.112,0.44338017462038853,0.19761106943420348,-1.5708441487768234
2.144,0.450201316523284,0.19761106928382707,-1.5708440400525898
2.176,0.4570224584314337,0.1976110691638695,-1.5708439314561935
2.208,0.4638436003443819,0.1976110690681666,-1.5708438234572486
2.240,0.47066474226112787,0.19761106899180308,-1.5708437165177993
2.272,0.47748588418023863,0.1976110689308589,-1.570843611091474
2.304,0.4843070260999418,0.19761106888220845,-1.5708435076224656
2.336,0.49112816801820136,0.19761106884335947,-1.5708434065443757
2.368,0.4979493099327808,0.19761106881232524,-1.570843308278973
2.400,0.5047704518412952,0.19761106878752185,-1.5708432132348848
2.432,0.511591593741256,0.19761106876768703,-1.570843121806264
2.464,0.5184127356301077,0.19761106875181483,-1.5708430343714403
2.496,0.52523387750526,0.19761106873910406,-1.5708429512915851
2.528,0.5320550193641155,0.19761106872891646,-1.5708428729094026
2.560,0.538876161204094,0.19761106872074372,-1.5708427995478582
2.592,0.5456973030226522,0.19761106871418127,-1.570842731508966
2.624,0.5525184448173042,0.19761106870890735,-1.5708426690726331
2.656,0.5593395865856362,0.19761106870466585,-1.5708426124955832
2.688,0.5661607283253228,0.19761106870125314,-1.570842562010355
2.720,0.5729818700341388,0.19761106869850728,-1.5708425178243923
2.752,0.5798030117099724,0.19761106869629969,-1.570842480119227
2.784,0.5866241533508353,0.19761106869452774,-1.5708424490497601
2.816,0.5934452949548726,0.1976110686931103,-1.5708424247436479
2.848,0.6002664365203716,0.19761106869198222,-1.5708424073007925
2.880,0.6070875780457695,0.19761106869109177,-1.570842396792945
2.912,0.6139087195296603,0.1976110686903974,-1.5708423932634226
2.944,0.6207298609708015,0.19761106868986583,-1.5708423967269334
2.976,0.6275510023681183,0.19761106868947018,-1.5708424071695253
3.008,0.6343721437207095,0.19761106868918826,-1.5708424245486443
3.040,0.6411932850278507,0.19761106868900216,-1.570842448793314
3.072,0.6480144262889971,0.19761106868889664,-1.5708424798044254
3.104,0.6548355675037864,0.19761106868885892,-1.5708425174551481
3.136,0.6616567086720403,0.19761106868887826,-1.5708425615914483
3.168,0.6684778497937652,0.1976110686889448,-1.5708426120327241
3.200,0.6752989908691528,0.1976110686890502,-1.5708426685725434
3.232,0.6821201318985791,0.19761106868918674,-1.570842730979493
3.264,0.6889412728826033,0.19761106868934733,-1.570842798998126
3.296,0.6957624138219666,0.19761106868952558,-1.5708428723500112
3.328,0.7025835547175885,0.19761106868971537,-1.5708429507348736
3.360,0.7094046955705644,0.19761106868991116,-1.5708430338318258
3.392,0.7162258363821612,0.1976110686901076,-1.5708431213006857
3.424,0.7230469771538127,0.19761106869029987,-1.5708432127833696
3.456,0.7298681178871147,0.19761106869048345,-1.5708433079053619
3.488,0.7366892585838187,0.19761106869065412,-1.5708434062772503
3.520,0.7435103992458254,0.19761106869080808,-1.5708435074963216
3.552,0.7503315398751778,0.19761106869094197,-1.5708436111482151
3.584,0.757152680474053,0.197611068691053,-1.5708437168086198
3.616,0.7639738210447549,0.19761106869113879,-1.570843824045014
3.648,0.7707949615897041,0.19761106869119716,-1.5708439324184376
3.680,0.7776161021114292,0.19761106869122683,-1.5708440414852927
3.712,0.7844372426125572,0.19761106869122688,-1.5708441507991588
3.744,0.7912583830958029,0.19761106869119685,-1.5708442599126247
3.776,0.7980795235639576,0.19761106869113687,-1.5708443683791187
3.808,0.8049006640198794,0.19761106869104772,-1.570844475754739
3.840,0.8117218044664806,0.19761106869093037,-1.5708445816000711
3.872,0.8185429449067165,0.1976110686907864,-1.570844685481986
3.904,0.8253640853435733,0.19761106869061823,-1.5708447869754136
3.936,0.8321852257800555,0.197611068690428,-1.5708448856650827
3.968,0.8390063662191747,0.19761106869021858,-1.5708449811472178
4.000,0.8458275066639358,0.19761106868999334,-1.5708450730311938
4.032,0.8526486471173256,0.19761106868975564,-1.5708451609411298
4.064,0.8594697875822994,0.19761106868950923,-1.5708452445174277
4.096,0.8662909280617689,0.19761106868925782,-1.5708453234182427
4.128,0.8731120685585907,0.19761106868900527,-1.570845397320876
4.160,0.8799332090755525,0.19761106868875572,-1.5708454659230973
4.192,0.8867543496153627,0.19761106868851308,-1.5708455289443752
4.224,0.893575490180638,0.19761106868828096,-1.5708455861270259
4.256,0.900396630773892,0.1976110686880631,-1.57084563723726
4.288,0.9072177713975246,0.19761106868786313,-1.5708456820661396
4.320,0.9140389120538119,0.1976110686876841,-1.5708457204304291
4.352,0.9208600527448956,0.19761106868752884,-1.5708457521733412
4.384,0.9276811934727738,0.19761106868739964,-1.570845777165175
4.416,0.9345023342392925,0.19761106868729883,-1.5708457953038448
